// FoldWatcher
// ---------------------
// Coded by Dr.K@meleon <drkameleon@hotmail.com>
// 
// homepage : http://kameleon-nest.blogspot.com
//            http://sourceforge.net/projects/foldwatcher/
// ============================
// Filename : wus_list.dat
// Last Update : 17/05/2008
//
// -----------------------------------------------------------------
// This program is free software: you can redistribute it and/or modify
// it under the terms of the GNU General Public License as published by
// the Free Software Foundation, either version 3 of the License, or
// (at your option) any later version.
//
// This program is distributed in the hope that it will be useful,
// but WITHOUT ANY WARRANTY; without even the implied warranty of
// MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
// GNU General Public License for more details.
//
// You should have received a copy of the GNU General Public License
// along with this program.  If not, see <http://www.gnu.org/licenses/>.
//
// Copyright (C) 2008 by Dr.K@meleon
// ========================================================

100||villin|0|0.00|6.00|2.00|0||Gastrointestinal tumors and Adenocarcinomas|
1046|171.67.89.149|p1046_nat96_337|6414|13.00|18.00|59.00|100|GROMACS|General||
1047|171.67.89.149|p1047_unf96_337|6384|13.00|18.00|59.00|100|GROMACS|General||
1048|171.67.89.149|p1048_nat96_273|6426|13.00|18.00|59.00|100|GROMACS|General||
1049|171.67.89.149|p1049_unf96_273|6399|13.00|18.00|59.00|100|GROMACS|General||
1050|171.67.89.149|p1050_nat96_305|6426|13.00|18.00|59.00|100|GROMACS|General||
1051|171.67.89.149|p1051_unf96_305|6399|13.00|18.00|59.00|100|GROMACS|General||
1052|171.67.89.149|p1052_nat96_337|6426|13.00|18.00|59.00|100|GROMACS|General||
1053|171.67.89.149|p1053_unf96_337|6399|13.00|18.00|59.00|100|GROMACS|General||
1054|171.67.89.149|p1054_FSnat_305_99|6414|13.00|18.00|59.00|100|GROMACS|General|esorin|
1055|171.67.89.149|p1055_FSunf_305_99|6384|13.00|18.00|59.00|100|GROMACS|General|esorin|
1056|171.67.89.149|p1056_A21nat_305_99|6426|13.00|18.00|59.00|100|GROMACS|General|esorin|
1057|171.67.89.149|p1057_A21unf_305_99|6399|13.00|18.00|59.00|100|GROMACS|General|esorin|
1058|171.67.89.149|p1058_FSnat_273_99|6414|13.00|18.00|59.00|100|GROMACS|General|esorin|
1059|171.67.89.149|p1059_FSunf_273_99|6384|13.00|18.00|59.00|100|GROMACS|General|esorin|
1060|171.67.89.149|p1060_A21nat_273_99|6426|13.00|18.00|59.00|100|GROMACS|General|esorin|
1061|171.67.89.149|p1061_A21unf_273_99|6399|13.00|18.00|59.00|100|GROMACS|General|esorin|
1062|171.67.89.149|p1062_FSnat_337_99|6414|13.00|18.00|59.00|100|GROMACS|General|esorin|
1063|171.67.89.149|p1063_FSunf_337_99|6384|13.00|18.00|59.00|100|GROMACS|General|esorin|
1064|171.67.89.149|p1064_A21nat_337_99|6426|13.00|18.00|59.00|100|GROMACS|General|esorin|
1065|171.67.89.149|p1065_A21unf_337_99|6399|13.00|18.00|59.00|100|GROMACS|General|esorin|
1066|171.67.89.149|p1066_FSnat_305_99|6414|13.00|18.00|59.00|100|GROMACS|General|esorin|
1067|171.67.89.149|p1067_FSunf_305_99|6384|13.00|18.00|59.00|100|GROMACS|General|esorin|
1068|171.67.89.149|p1068_A21nat_305_99|6426|13.00|18.00|59.00|100|GROMACS|General|esorin|
1069|171.67.89.149|p1069_A21unf_305_99|6399|13.00|18.00|59.00|100|GROMACS|General|esorin|
1070|171.67.89.149|p1070_nat_273_dd19|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1071|171.67.89.149|p1071_den_273_dd19|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1072|171.65.103.149|p1072_nat_305_dd19|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1073|171.65.103.149|p1073_den_305_dd19|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1074|171.65.103.149|p1074_nat_337_dd19|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1075|171.65.103.149|p1075_den_337_dd19|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1076|171.67.89.149|p1076_nat_273_dd19|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1077|171.67.89.149|p1077_den_273_dd19|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1078|171.65.103.149|p1078_nat_305_dd19|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1079|171.65.103.149|p1079_den_305_dd19|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1080|171.67.89.149|p1080_nat_337_dd19|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1081|171.67.89.149|p1081_den_337_dd19|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1082|171.67.89.149|p1082_nat_289_dd19|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1083|171.67.89.149|p1083_unf_289_dd19|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1084|171.65.103.149|p1084_nat_321_dd19|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1085|171.65.103.149|p1085_unf_321_dd19|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1086|171.65.103.149|p1086_nat_353_dd19|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1087|171.65.103.149|p1087_unf_353_dd19|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1088|171.65.103.155|p1088_FSnat_305_94psi|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1089|171.65.103.155|p1089_FSunf_305_94psi|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1090|171.64.122.116|p1090_RN24_extended|8616|19.00|27.00|91.00|100|GROMACS|General|esorin|
1091|171.64.122.116|p1091_RN24_helix|8478|19.00|27.00|91.00|100|GROMACS|General|esorin|
1092|171.64.122.116|p1092_RN24_hairpin|8478|19.00|27.00|91.00|100|GROMACS|General|esorin|
1093|171.64.122.116|p1093_RN24_sheet|8616|19.00|27.00|91.00|100|GROMACS|General|esorin|
1094|171.64.122.116|p1094_RN24_helix_350|8478|19.00|27.00|91.00|100|GROMACS|General|esorin|
1100|171.64.122.112|p1100_Kiefhaber_1|74|6.00|0.00|24.00|200|TINKER|General|csnow|
1101|171.64.122.112|p1101_Kiefhaber_2|87|8.00|0.00|32.00|200|TINKER|General|csnow|
1102|171.64.122.112|p1102_Kiefhaber_3|100|10.00|0.00|42.00|200|TINKER|General|csnow|
1103|171.64.122.112|p1103_Kiefhaber_4|113|10.00|0.00|45.00|200|TINKER|General|csnow|
1104|171.64.122.112|p1104_Kiefhaber_5|126|11.00|0.00|49.00|200|TINKER|General|csnow|
1105|171.64.122.112|p1105_Kiefhaber_8|165|9.00|0.00|36.00|100|TINKER|General|csnow|
1106|171.64.122.112|p1106_Kiefhaber_10|191|11.00|0.00|47.00|100|TINKER|General|csnow|
1107|171.64.122.112|p1107_Kiefhaber_14|243|7.00|0.00|30.00|50|TINKER|General|csnow|
1108|171.64.122.112|p1108_Kiefhaber_20|321|9.00|0.00|37.00|40|TINKER|General|csnow|
1109|171.64.122.112|p1109_Kiefhaber_28|425|7.00|0.00|28.00|20|TINKER|General|csnow|
1110|171.64.122.120|p1110_L939_K12M_nat_min1|393|10.00|0.00|249.00|400|TINKER|General|csnow|
1111|171.64.122.121|p1111_L939_wt_ext_444K|397|25.00|37.00|249.00|400|TINKER|General|csnow|
1112|171.64.122.120|p1112_L939_K12M_nat_min1_355K|393|10.00|0.00|249.00|400|TINKER|General|csnow|
1113|171.67.89.154|p1113_ribo_solvent1|76754|38.00|57.00|40.00|100|GROMACS|General|csnow|
1114|171.64.122.120|p1114_L939_K12M_503K_50V|393|44.00|65.00|231.00|400|TINKER|General|csnow|
1115|171.64.122.120|p1115_L939_K12M_503K_70V|393|44.00|65.00|231.00|400|TINKER|General|csnow|
1116|171.64.122.120|p1116_L939_K12M_503K_110V|393|44.00|65.00|231.00|400|TINKER|General|csnow|
1117|171.64.122.120|p1117_L939_K12M_503K_130V|393|44.00|65.00|231.00|400|TINKER|General|csnow|
1118|171.64.122.120|p1118_L939_K12M_503K_170V|393|44.00|65.00|231.00|400|TINKER|General|csnow|
1119|171.64.122.120|p1119_L939_K12M_503K_10V|393|44.00|65.00|231.00|400|TINKER|General|csnow|
1120|171.64.122.120|p1120_L939_K12M_503K_30V|393|44.00|65.00|231.00|400|TINKER|General|csnow|
1121|171.64.122.120|p1121_L939_K12M_503K_300V|393|44.00|65.00|231.00|400|TINKER|General|csnow|
1122|171.65.103.157|p1122_ribo_solvent2|84764|38.00|57.00|40.00|100|GROMACS|General|csnow|
1123|171.64.122.120|p1123_L939_K12M_429K|393|28.00|67.00|237.00|400|TINKER|General|csnow|
1124|171.65.103.156|p1124_p678_L939_K12M_355K|393|46.00|68.00|241.00|400|TINKER|General|csnow|
1125|171.65.103.156|p1125_p678_L939_K12M_355K|393|46.00|68.00|241.00|400|TINKER|General|csnow|
1126|171.64.122.120|p1126_L939_K12M_503K_910V|393|44.00|65.00|231.00|400|TINKER|General|csnow|
1127|171.64.122.120|p1127_L939_K12M_503K_9100V|393|44.00|65.00|231.00|400|TINKER|General|csnow|
1128|171.64.122.120|p1128_L939_K12M_503K_400V|393|44.00|65.00|231.00|400|TINKER|General|csnow|
1129|171.64.122.120|p1129_L939_K12M_503K_600V|393|44.00|65.00|231.00|400|TINKER|General|csnow|
1130|171.64.122.143|p1130_L939_K12M_355K|393|46.00|68.00|241.00|400|TINKER|General|csnow|
1131|171.64.122.143|p1131_L939_K12M_355K|393|46.00|68.00|241.00|400|TINKER|General|csnow|
1132|171.64.122.143|p1132_L939_K12M_355K|393|46.00|68.00|241.00|400|TINKER|General|csnow|
1133|171.64.122.143|p1133_L939_K12M_355K|393|46.00|68.00|241.00|400|TINKER|General|csnow|
1134|171.65.103.156|p1134_RIBO_FSpeptide_EXT|84665|56.00|82.00|600.00|100|GROMACS|General|csnow|
1135|171.65.103.156|p1135_RIBO_FSpeptide_HEL|84665|56.00|82.00|600.00|100|GROMACS|General|csnow|
1136|171.64.122.133|p1136_p1130_L939_K12M_355K|393|11.00|-0.00|241.00|400|TINKER|General|csnow|
1137|171.64.122.133|p1137_p1131_L939_K12M_355K|393|46.00|68.00|241.00|400|TINKER|General|csnow|
1138|171.64.122.133|p1138_p1132_L939_K12M_355K|393|46.00|68.00|241.00|400|TINKER|General|csnow|
1139|171.64.122.133|p1139_p1133_L939_K12M_355K|393|46.00|68.00|241.00|400|TINKER|General|csnow|
1140|171.65.103.156|p1140_RIBO_FSpeptide_EXT_nospring|84665|14.00|82.00|600.00|100|GROMACS|General|csnow|
1141|171.65.103.156|p1141_RIBO_FSpeptide_HEL_nospring|84665|14.00|82.00|600.00|100|GROMACS|General|csnow|
1142|171.64.122.143|p1142_p1130_L939_K12M_355K|393|5.00|7.00|25.00|40|TINKER|General|csnow|
1144|171.65.103.156|p1144_RIBO_nopeptide|87749|14.00|82.00|600.00|100|GROMACS|General|csnow|
1145|171.64.122.133|p1145_L939_WT_298K|397|46.00|68.00|241.00|400|TINKER|General|csnow|
1146|171.64.122.133|p1146_L939_WT_298K|397|46.00|68.00|241.00|400|TINKER|General|csnow|
1147|171.64.122.133|p1147_L939_WT_298K|397|46.00|68.00|241.00|400|TINKER|General|csnow|
1148|171.64.122.133|p1148_L939_WT_298K|397|46.00|68.00|241.00|400|TINKER|General|csnow|
1149|171.65.103.156|p1149_RIBO_semihelixfrom1140|84665|30.00|82.00|600.00|100|GROMACS|General|csnow|
1150|171.65.103.156|p1150_RIBO_semihelixfrom1141|84665|30.00|82.00|600.00|100|GROMACS|General|csnow|
1151|171.64.122.133|p1151_L939_K12M_298K_DT2ns|393|5.00|-0.00|241.00|400|TINKER|General|csnow|
1152|171.64.122.112|p1152_L939_K12M_ext_from638|393|45.00|0.00|239.00|400|TINKER|General|csnow|
1153|171.64.122.119|p1153_hALDR_WT|3332|1.00|7.00|10.00|100|TINKER|Aldose Reductase Binding|csnow|
1154|171.64.122.133|p1154_L939_K12M_298K_DT_250ps|393|46.00|68.00|241.00|400|TINKER|General|csnow|
1155|171.64.122.133|p1155_L939_K12M_298K_DT_250ps_clones|393|5.00|-0.00|241.00|400|TINKER|General|csnow|
1156|171.64.122.133|p1156_L939_K12M_298K_DT_250ps_clones|393|46.00|-0.00|241.00|400|TINKER|General|csnow|
1157|171.64.122.133|p1157_L939_K12M_298K_DT_250ps_clones|393|46.00|-0.00|241.00|400|TINKER|General|csnow|
1158|171.64.122.133|p1158_L939_K12M_298K_DT_250ps_clones|393|46.00|-0.00|241.00|400|TINKER|General|csnow|
1159|171.64.122.112|p1159_L939_K12M_298K_DT_5ns_clones|393|20.00|0.00|241.00|400|TINKER|General|csnow|
1160|171.64.122.120|p1160_L939_K12M_298K_DT_20ns_clones|393|11.00|0.00|241.00|400|TINKER|General|csnow|
1161|171.64.122.112|p1161_L939_K12M_298K_DT_250ps_clones|393|30.00|0.00|241.00|400|TINKER|General|csnow|
1162|171.64.122.133|p1162_L939_K12M_298K_DT_50ns|393|2.00|-0.00|241.00|400|TINKER|General|csnow|
1163|171.64.122.133|p1163_L939_K12M_298K_DT_50ns|393|2.00|-0.00|241.00|400|TINKER|General|csnow|
1164|171.65.103.156|p1164_RIBO_H2O_froz|91787|7.00|80.00|574.00|100|GROMACS|General|dlucent|
1165|171.65.103.156|p1165_RIBO_H2O_flex|91787|7.00|87.00|622.00|100|GROMACS|General|dlucent|
1166|171.65.103.161|p1166_ribo_flex_100K|91787|10.00|80.00|574.00|100|GROMACS|*Ribosomal Tunnel|dlucent|
1167|171.65.103.161|p1167_ribo_nocharge|92677|10.00|69.00|494.00|100|GROMACS|*Ribosomal Tunnel|dlucent|
1168|171.65.103.161|p1168_p1164_RIBO_H2O_froz|91787|7.00|80.00|574.00|100|GROMACS|*Ribosomal Tunnel|dlucent|
1169|171.65.103.161|p1169_p1164_RIBO_H2O_froz|91787|7.00|80.00|574.00|100|GROMACS|*Ribosomal Tunnel|dlucent|
1170|171.65.103.161|p1170_p1164_RIBO_H2O_froz|91787|7.00|80.00|574.00|100|GROMACS|*Ribosomal Tunnel|dlucent|
1171|171.65.103.161|p1171_p1164_RIBO_H2O_froz|91787|7.00|80.00|574.00|100|GROMACS|*Ribosomal Tunnel|dlucent|
1200|171.64.122.111|p1200_A21nat94_gbsa305K|222|13.00|19.00|63.00|500|TINKER|General|esorin|
1201|171.64.122.111|p1201_A21den94_gbsa305K|222|13.00|19.00|63.00|500|TINKER|General|esorin|
1202|171.64.122.111|p1202_Fsnat94_gbsa305K|264|18.00|26.00|88.00|500|TINKER|General|esorin|
1203|171.64.122.111|p1203_Fsden94_gbsa305K|264|18.00|26.00|88.00|500|TINKER|General|esorin|
1204|171.64.122.111|p1204_A21nat94pp_gbsa305K|222|13.00|19.00|63.00|500|TINKER|General|esorin|
1205|171.64.122.111|p1205_A21den94pp_gbsa305K|222|13.00|19.00|63.00|500|TINKER|General|esorin|
1206|171.64.122.111|p1206_Fsnat94pp_gbsa305K|264|18.00|26.00|88.00|500|TINKER|General|esorin|
1207|171.64.122.111|p1207_Fsden94pp_gbsa305K|264|18.00|26.00|88.00|500|TINKER|General|esorin|
1208|171.64.122.111|p1208_A21natGS_gbsa305K|222|13.00|19.00|63.00|500|TINKER|General|esorin|
1209|171.64.122.111|p1209_A21denGS_gbsa305K|222|13.00|19.00|63.00|500|TINKER|General|esorin|
1210|171.64.122.111|p1210_FsnatGS_gbsa305K|264|18.00|26.00|88.00|500|TINKER|General|esorin|
1211|171.64.122.111|p1211_FsdenGS_gbsa305K|264|18.00|26.00|88.00|500|TINKER|General|esorin|
1212|171.64.122.111|p1212_A21nat99_gbsa305K|222|13.00|19.00|63.00|500|TINKER|General|esorin|
1213|171.64.122.111|p1213_A21den99_gbsa305K|222|13.00|19.00|63.00|500|TINKER|General|esorin|
1214|171.64.122.111|p1214_Fsnat99_gbsa305K|264|18.00|26.00|88.00|500|TINKER|General|esorin|
1215|171.64.122.111|p1215_Fsden99_gbsa305K|264|18.00|26.00|88.00|500|TINKER|General|esorin|
1216|171.64.122.111|p1216_A21nat99p_gbsa305K|222|13.00|19.00|63.00|500|TINKER|General|esorin|
1217|171.64.122.111|p1217_A21den99p_gbsa305K|222|13.00|19.00|63.00|500|TINKER|General|esorin|
1218|171.64.122.111|p1218_Fsnat99p_gbsa305K|264|18.00|26.00|88.00|500|TINKER|General|esorin|
1219|171.64.122.111|p1219_Fsden99p_gbsa305K|264|18.00|26.00|88.00|500|TINKER|General|esorin|
1220|171.64.122.111|p1220_A21nat94s_gbsa305K|222|13.00|19.00|63.00|500|TINKER|General|esorin|
1221|171.64.122.111|p1221_A21den94s_gbsa305K|222|13.00|19.00|63.00|500|TINKER|General|esorin|
1222|171.64.122.111|p1222_Fsnat94s_gbsa305K|264|18.00|26.00|88.00|500|TINKER|General|esorin|
1223|171.64.122.111|p1223_Fsden94s_gbsa305K|264|18.00|26.00|88.00|500|TINKER|General|esorin|
1224|171.64.122.111|p1224_A21nat99ps_gbsa305K|222|13.00|19.00|63.00|500|TINKER|General|esorin|
1225|171.64.122.111|p1225_A21den99ps_gbsa305K|222|13.00|19.00|63.00|500|TINKER|General|esorin|
1226|171.64.122.111|p1226_Fsnat99ps_gbsa305K|264|18.00|26.00|88.00|500|TINKER|General|esorin|
1227|171.64.122.111|p1227_Fsden99ps_gbsa305K|264|18.00|26.00|88.00|500|TINKER|General|esorin|
1228|171.65.103.155|p1228_fsnat_305_99p_M24|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1229|171.65.103.155|p1229_fsunf_305_99p_M24|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1230|171.65.103.155|p1230_A21nat_305_99p_M24|6426|18.00|36.00|57.00|100|GROMACS|General|esorin|
1231|171.65.103.155|p1231_A21unf_305_99p_M24|6399|18.00|36.00|57.00|100|GROMACS|General|esorin|
1232|171.65.103.155|p1232_fsnat_305_99p_mod|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1233|171.65.103.155|p1233_fsunf_305_99p_mod|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1234|171.65.103.155|p1234_A21nat_305_99p_mod|6426|18.00|36.00|57.00|100|GROMACS|General|esorin|
1235|171.65.103.155|p1235_A21unf_305_99p_mod|6399|18.00|36.00|57.00|100|GROMACS|General|esorin|
1236|171.65.103.155|p1236_fsnat_305_99p_M20|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1237|171.65.103.155|p1237_fsunf_305_99p_M20|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1238|171.65.103.155|p1238_fsnat_305_99p_M21|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1239|171.65.103.155|p1239_fsunf_305_99p_M21|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1240|171.65.103.155|p1240_fsnat_305_99p_M22|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1241|171.65.103.155|p1241_fsunf_305_99p_M22|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1242|171.65.103.155|p1242_fsnat_305_99p_M23|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1243|171.65.103.155|p1243_fsunf_305_99p_M23|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1244|171.65.103.155|p1244_fsnat_305_99p_M25|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1245|171.65.103.155|p1245_fsunf_305_99p_M25|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1246|171.64.122.116|p1246_fsnat_305K_3P-RF|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1247|171.64.122.116|p1247_fsunf_305K_3P-RF|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1248|171.64.122.116|p1248_fsnat_305K_3P-PME|6414|31.00|45.00|159.00|100|GROMACS|General|esorin|
1249|171.64.122.116|p1249_fsunf_305K_3P-PME|6384|31.00|45.00|159.00|100|GROMACS|General|esorin|
1250|171.67.89.155|p1250_A7ext_298K_94|4167|18.00|24.00|76.00|100|GROMACS|General|esorin|
1251|171.67.89.155|p1251_A7hel_298K_94|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1252|171.67.89.155|p1252_A7pp2_298K_94|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1253|171.67.89.155|p1253_A7ext_298K_GS|4167|18.00|24.00|76.00|100|GROMACS|General|esorin|
1254|171.67.89.155|p1254_A7hel_298K_GS|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1255|171.67.89.155|p1255_A7pp2_298K_GS|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1256|171.67.89.155|p1256_A7ext_298K_96|4167|18.00|24.00|76.00|100|GROMACS|General|esorin|
1257|171.67.89.155|p1257_A7hel_298K_96|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1258|171.67.89.155|p1258_A7pp2_298K_96|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1259|171.67.89.155|p1259_A7ext_298K_99|4167|18.00|24.00|76.00|100|GROMACS|General|esorin|
1260|171.67.89.155|p1260_A7hel_298K_99|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1261|171.67.89.155|p1261_A7pp2_298K_99|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1262|171.67.89.155|p1262_A7ext_298K_99p|4167|18.00|24.00|76.00|100|GROMACS|General|esorin|
1263|171.67.89.155|p1263_A7hel_298K_99p|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1264|171.67.89.155|p1264_A7pp2_298K_99p|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1265|171.67.89.155|p1265_A7ext_298K_94pp|4167|18.00|24.00|76.00|100|GROMACS|General|esorin|
1266|171.67.89.155|p1266_A7hel_298K_94pp|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1267|171.67.89.155|p1267_A7pp2_298K_94pp|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1268|171.67.89.155|p1268_A7ext_298K_99ps|4167|18.00|24.00|76.00|100|GROMACS|General|esorin|
1269|171.67.89.155|p1269_A7hel_298K_99ps|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1270|171.67.89.155|p1270_A7pp2_298K_99ps|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1271|171.65.103.155|p1271_proj1271_A21ext_d11_99phi|5563|12.00|18.00|57.00|100|GROMACS|General|esorin|
1272|171.65.103.155|p1272_proj1272_A21nat_d11_99phi|5620|12.00|18.00|57.00|100|GROMACS|General|esorin|
1273|171.65.103.155|p1273_proj1273_A21ext_d15_99phi|8442|17.00|25.00|83.00|100|GROMACS|General|esorin|
1274|171.65.103.155|p1274_proj1274_A21nat_d15_99phi|8433|17.00|25.00|83.00|100|GROMACS|General|esorin|
1275|171.65.103.155|p1275_proj1275_A21ext_d19_99phi|11828|10.00|14.00|46.00|100|GROMACS|General|esorin|
1276|171.65.103.155|p1276_proj1276_A21nat_d19_99phi|11756|10.00|14.00|46.00|100|GROMACS|General|esorin|
1277|171.65.103.155|p1277_proj1277_A21ext_d22_99phi|14585|13.00|18.00|59.00|100|GROMACS|General|esorin|
1278|171.65.103.155|p1278_proj1278_A21nat_d22_99phi|14675|13.00|18.00|59.00|100|GROMACS|General|esorin|
1279|171.65.103.155|p1279_proj1279_A21ext_d26_99phi|18994|16.00|23.00|76.00|100|GROMACS|General|esorin|
1280|171.65.103.155|p1280_proj1280_A21nat_d26_99phi|18886|16.00|23.00|76.00|100|GROMACS|General|esorin|
1281|171.65.103.155|p1281_A21ext_d13_99phi|7025|15.00|22.00|72.00|100|GROMACS|General|esorin|
1282|171.65.103.155|p1282_A21nat_d13_99phi|7091|15.00|22.00|72.00|100|GROMACS|General|esorin|
1283|171.65.103.155|p1283_A21ext_ntxd15|7491|15.00|22.00|73.00|100|GROMACS|General|esorin|
1284|171.65.103.155|p1284_A21nat_ntxd15|7533|15.00|22.00|73.00|100|GROMACS|General|esorin|
1285|171.65.103.155|p1285_A21ext_ntxd15|7491|15.00|22.00|73.00|100|GROMACS|General|esorin|
1286|171.65.103.155|p1286_A21nat_ntxd15|7533|15.00|22.00|73.00|100|GROMACS|General|esorin|
1288|171.67.89.149|p1288_A21nat_305K_amber94s|6426|13.00|18.00|59.00|100|GROMACS|General|esorin|
1289|171.67.89.149|p1289_A21unf_305K_amber94s|6426|13.00|18.00|59.00|100|GROMACS|General|esorin|
1290|171.67.89.149|p1290_FSnat_305K_amber94s|6414|13.00|18.00|59.00|100|GROMACS|General|esorin|
1291|171.67.89.149|p1291_FSunf_305K_amber94s|6384|13.00|18.00|59.00|100|GROMACS|General|esorin|
1292|171.67.89.149|p1292_A21nat_305K_amber99ps|6426|13.00|18.00|59.00|100|GROMACS|General|esorin|
1293|171.67.89.149|p1293_A21unf_305K_amber99ps|6426|13.00|18.00|59.00|100|GROMACS|General|esorin|
1294|171.67.89.149|p1294_FSnat_305K_amber99ps|6414|13.00|18.00|59.00|100|GROMACS|General|esorin|
1295|171.67.89.149|p1295_FSunf_305K_amber99ps|6384|13.00|18.00|59.00|100|GROMACS|General|esorin|
1296|171.67.89.149|p1296_A21nat_305K_amberGS|6426|13.00|18.00|59.00|100|GROMACS|General|esorin|
1297|171.67.89.149|p1297_A21unf_305K_amberGS|6399|13.00|18.00|59.00|100|GROMACS|General|esorin|
1298|171.67.89.149|p1298_FSnat_305K_amberGS|6414|13.00|18.00|59.00|100|GROMACS|General|esorin|
1299|171.67.89.149|p1299_FSunf_305K_amberGS|6384|13.00|18.00|59.00|100|GROMACS|General|esorin|
1300|171.67.89.154|p1300_1RYP_AAAA_UM|119496|24.00|35.00|139.00|100|GROMACS|*Proteosome|sungjoo|
1301|171.67.89.154|p1301_1RYP_AAAA_UM|119496|24.00|35.00|242.00|100|GROMACS|*Proteosome|sungjoo|
1302|171.67.89.154|p1302_1ryp_AAAA_free|119496|24.00|35.00|242.00|100|GROMACS|*Proteosome|sungjoo|
1303|171.67.89.154|p1303_1ryp_aaaa_fr_dg_2fs|119496|65.00|96.00|517.00|100|DGROMACS|*Proteosome|sungjoo|
1304|171.65.103.154|p1304_1RYP_solv2_2fs|165544|17.00|24.00|162.00|100|GROMACS|*Proteosome|sungjoo|
1305|171.67.89.154|p1305_1ryp_sv2_a4_2.5fs|165495|60.00|89.00|634.00|100|GROMACS|*Proteosome|sungjoo|
1306|171.65.103.154|p1306_1ryp_sv2_a4_fr_2fs|165495|31.00|46.00|320.00|100|GROMACS|*Proteosome|sungjoo|
1307|171.67.89.154|p1307_1ryp_sv2_a4_prep_k1000_2fs|165495|9.00|13.00|80.00|100|GROMACS|*Proteosome|sungjoo|
1308|171.65.103.154|p1308_1ryp_sv2_a4_k150_2fs|165495|31.00|46.00|320.00|100|GROMACS|*Proteosome|sungjoo|
1309|171.65.103.154|p1309_1RYP_sv2_L4_fr_2fs|165510|31.00|45.00|316.00|100|GROMACS|*Proteosome|sungjoo|
1310|171.65.103.154|p1310_1RYP_sv2_L4_k150_2fs|165510|31.00|45.00|316.00|100|GROMACS|*Proteosome|sungjoo|
1311|171.65.103.154|p1311_1fnt_a10_91ps_CMnone|90068|25.00|37.00|254.00|100|GROMACS|*Proteosome|sungjoo|
1312|171.65.103.154|p1312_1fnt_a10_0.01ps-1|90068|25.00|37.00|254.00|100|GROMACS|*Proteosome|sungjoo|
1313|171.65.103.154|p1313_1fnt_a2_9.1ps-1_uf|90020|22.00|33.00|302.00|100|GROMACS|*Proteosome|sungjoo|
1314|171.65.103.154|p1314_1fnt_a3_9.1ps-1_uf|90026|22.00|33.00|302.00|100|GROMACS|*Proteosome|sungjoo|
1315|171.65.103.154|p1315_1fnt_a4_9.1ps-1_uf|90032|22.00|33.00|302.00|100|GROMACS|*Proteosome|sungjoo|
